DAU*,Herd Name,Post Hunt Estimate,Buck/ Doe ratio (per 100),Tag,Bucks,Does,Fawns,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,LowResponse,List,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Quota,Choice 1 Applicants,Dates,Notes,New,HD,hybrid,PLO,RFW,OTC,NoApps,nopoints,Valid GMUs,harvestunit,Total_Acres,Public_Acres,Public_Percent,Hunters_per_Acre,Hunters_per_Public_Acre,Drawn_out_level24,Chance_at_DOL24,DOL24,Drawn_out_level23,Chance_at_DOL23,DOL23,Chance_at_DOLN,DOLE25,Chance_at_DOLN24,DOLE24,Chance_at_DOLN23,DOL3,DOLE23,slope,predictedDrawnOut,PredPrefPoints,Predpercent,PredPrefPercent
46,Big Sandy,5240,68,DF107L2R,0,4,0,4,27,0.14799999999999999,89,No,B,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,107,L2,R,L2R,-4,80,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,107,107 All Whitetail Only Rifle Seasons,1335793,1090,0.1%,2.021271259843404e-5,0.024770642201834864,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
46,Big Sandy,5240,68,DF107L2R,0,4,0,4,27,0.14799999999999999,89,No,B,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,107,L2,R,L2R,-4,80,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,107,107 All Whitetail Only Rifle Seasons,1335793,1090,0.1%,2.021271259843404e-5,0.024770642201834864,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
46,Big Sandy,5240,68,DF107L2R,0,4,0,4,27,0.14799999999999999,89,No,B,L_U,Leftover Choice 3,1,1,100.0%,100.0%,D,F,107,L2,R,L2R,0,80,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,107,107 All Whitetail Only Rifle Seasons,1335793,1090,0.1%,2.021271259843404e-5,0.024770642201834864,None Drawn,NA,0,Choice 4,25.0%,-3,0,0,NA,NA,0.75,NA,-2.25,1.125,1.125,1 Preference Points,0.875,88%
46,Big Sandy,5240,68,DF107L2R,0,4,0,4,27,0.14799999999999999,89,No,B,L_R,None Drawn,NA,NA,NA,NA,D,F,107,L2,R,L2R,0,80,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,Yes,N,107,107 All Whitetail Only Rifle Seasons,1335793,1090,0.1%,2.021271259843404e-5,0.024770642201834864,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,South Republican,3860,36,DF109L2R,0,6,0,6,28,0.214,79,No,B,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,109,L2,R,L2R,-4,35,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,109,109 All Whitetail Only Rifle Seasons,1120275,475,0%,2.499386311396755e-5,0.05894736842105263,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
47,South Republican,3860,36,DF109L2R,0,6,0,6,28,0.214,79,No,B,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,109,L2,R,L2R,-4,35,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,109,109 All Whitetail Only Rifle Seasons,1120275,475,0%,2.499386311396755e-5,0.05894736842105263,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
47,South Republican,3860,36,DF109L2R,0,6,0,6,28,0.214,79,No,B,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,109,L2,R,L2R,-4,35,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,109,109 All Whitetail Only Rifle Seasons,1120275,475,0%,2.499386311396755e-5,0.05894736842105263,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
47,South Republican,3860,36,DF109L2R,0,6,0,6,28,0.214,79,No,B,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,109,L2,R,L2R,-4,35,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,109,109 All Whitetail Only Rifle Seasons,1120275,475,0%,2.499386311396755e-5,0.05894736842105263,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
47,South Republican,3860,36,DF109L2R,0,6,0,6,28,0.214,79,No,B,L_U,Leftover Choice 2,1,1,100.0%,100.0%,D,F,109,L2,R,L2R,0,35,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,109,109 All Whitetail Only Rifle Seasons,1120275,475,0%,2.499386311396755e-5,0.05894736842105263,Choice 3,38.0%,-2,Choice 4,17.0%,-3,0,0,0.62,-1.38,0.83,NA,-2.17,1.0850000000000004,0.9866666666666672,0 Preference Points,0.013333333333332753,1%
47,South Republican,3860,36,DF109L2R,0,6,0,6,28,0.214,79,No,B,L_R,None Drawn,NA,NA,NA,NA,D,F,109,L2,R,L2R,0,35,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,Yes,N,109,109 All Whitetail Only Rifle Seasons,1120275,475,0%,2.499386311396755e-5,0.05894736842105263,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,South Republican,3860,36,DF116L2R,0,2,0,2,7,0.28599999999999998,34,Yes,B,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,116,L2,R,L2R,-4,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"116,117","116 All Whitetail Only Rifle Seasons,117 All Whitetail Only Rifle Seasons",1499892,63,0%,4.667002690860408e-6,0.1111111111111111,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
47,South Republican,3860,36,DF116L2R,0,2,0,2,7,0.28599999999999998,34,Yes,B,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,116,L2,R,L2R,-4,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"116,117","116 All Whitetail Only Rifle Seasons,117 All Whitetail Only Rifle Seasons",1499892,63,0%,4.667002690860408e-6,0.1111111111111111,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
47,South Republican,3860,36,DF116L2R,0,2,0,2,7,0.28599999999999998,34,Yes,B,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,116,L2,R,L2R,-4,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"116,117","116 All Whitetail Only Rifle Seasons,117 All Whitetail Only Rifle Seasons",1499892,63,0%,4.667002690860408e-6,0.1111111111111111,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
47,South Republican,3860,36,DF116L2R,0,2,0,2,7,0.28599999999999998,34,Yes,B,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,116,L2,R,L2R,-4,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"116,117","116 All Whitetail Only Rifle Seasons,117 All Whitetail Only Rifle Seasons",1499892,63,0%,4.667002690860408e-6,0.1111111111111111,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
47,South Republican,3860,36,DF116L2R,0,2,0,2,7,0.28599999999999998,34,Yes,B,L_U,Choice 3,1,4,25.0%,100.0%,D,F,116,L2,R,L2R,-2,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"116,117","116 All Whitetail Only Rifle Seasons,117 All Whitetail Only Rifle Seasons",1499892,63,0%,4.667002690860408e-6,0.1111111111111111,Choice 2,100.0%,-1,0 Pref Points,50.0%,0,0.75,-1.25,0,-1,0.5,NA,0.5,-0.8750000000000002,-2.3333333333333335,Choice 4,0.6666666666666665,67%
47,South Republican,3860,36,DF116L2R,0,2,0,2,7,0.28599999999999998,34,Yes,B,L_R,Choice 3,1,1,100.0%,100.0%,D,F,116,L2,R,L2R,-2,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"116,117","116 All Whitetail Only Rifle Seasons,117 All Whitetail Only Rifle Seasons",1499892,63,0%,4.667002690860408e-6,0.1111111111111111,No Apps,NA,0,0 Pref Points,25.0%,0,0,-2,NA,NA,0.75,NA,0.75,-1.3749999999999998,-3.3749999999999996,Leftover,0.6250000000000004,63%
28,Arkansas River,7310,28,DF122L2R,0,2,0,2,10,0.2,48,No,B,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,122,L2,R,L2R,-4,15,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"122,127,132","122 All Whitetail Only Rifle Seasons,127 All Whitetail Only Rifle Seasons,132 All Whitetail Only Rifle Seasons",2870162,43370,1.5%,3.484123892658324e-6,2.3057412958266084e-4,Choice 3,14.0%,-2,Leftover,100.0%,0,0,-4,0.86,-1.1400000000000001,0,-4,0,-2,-5.713333333333333,Leftover,0.28666666666666707,29%
28,Arkansas River,7310,28,DF122L2R,0,2,0,2,10,0.2,48,No,B,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,122,L2,R,L2R,-4,15,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"122,127,132","122 All Whitetail Only Rifle Seasons,127 All Whitetail Only Rifle Seasons,132 All Whitetail Only Rifle Seasons",2870162,43370,1.5%,3.484123892658324e-6,2.3057412958266084e-4,No Apps,NA,0,Leftover,100.0%,0,0,-4,NA,NA,0,-4,0,-2,-6,Leftover,-0,0%
28,Arkansas River,7310,28,DF122L2R,0,2,0,2,10,0.2,48,No,B,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,122,L2,R,L2R,-4,15,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"122,127,132","122 All Whitetail Only Rifle Seasons,127 All Whitetail Only Rifle Seasons,132 All Whitetail Only Rifle Seasons",2870162,43370,1.5%,3.484123892658324e-6,2.3057412958266084e-4,None Drawn,NA,0,Leftover,100.0%,0,0,-4,NA,NA,0,-4,0,-2,-6,Leftover,-0,0%
28,Arkansas River,7310,28,DF122L2R,0,2,0,2,10,0.2,48,No,B,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,122,L2,R,L2R,-4,15,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"122,127,132","122 All Whitetail Only Rifle Seasons,127 All Whitetail Only Rifle Seasons,132 All Whitetail Only Rifle Seasons",2870162,43370,1.5%,3.484123892658324e-6,2.3057412958266084e-4,No Apps,NA,0,Leftover,100.0%,0,0,-4,NA,NA,0,-4,0,-2,-6,Leftover,-0,0%
28,Arkansas River,7310,28,DF122L2R,0,2,0,2,10,0.2,48,No,B,L_U,Choice 2,2,26,8.0%,100.0%,D,F,122,L2,R,L2R,-1,15,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"122,127,132","122 All Whitetail Only Rifle Seasons,127 All Whitetail Only Rifle Seasons,132 All Whitetail Only Rifle Seasons",2870162,43370,1.5%,3.484123892658324e-6,2.3057412958266084e-4,Choice 2,4.0%,-1,Choice 2,12.0%,-1,0.92,-0.07999999999999996,0.96,-0.040000000000000036,0.88,NA,-0.12,0.020000000000000035,-0.03999999999999995,Choice 2,0.9600000000000001,96%
28,Arkansas River,7310,28,DF122L2R,0,2,0,2,10,0.2,48,No,B,L_R,Choice 2,1,5,20.0%,100.0%,D,F,122,L2,R,L2R,-1,15,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"122,127,132","122 All Whitetail Only Rifle Seasons,127 All Whitetail Only Rifle Seasons,132 All Whitetail Only Rifle Seasons",2870162,43370,1.5%,3.484123892658324e-6,2.3057412958266084e-4,Choice 2,25.0%,-1,Choice 2,25.0%,-1,0.8,-0.19999999999999996,0.75,-0.25,0.75,NA,-0.25,0.025000000000000074,-0.18333333333333324,Choice 2,0.8166666666666668,82%
28,Arkansas River,7310,28,DF125L2R,0,3,1,4,13,0.308,68,No,B,A_R,Choice 4,1,18,6.0%,100.0%,D,F,125,L2,R,L2R,-3,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"125,130","125 All Whitetail Only Rifle Seasons,130 All Whitetail Only Rifle Seasons",1090833,115549,10.6%,1.191749791214604e-5,1.1250638257362677e-4,Leftover,100.0%,-4,Choice 3,71.0%,-2,0.94,-2.06,0,-4,0.29000000000000004,NA,-1.71,-0.1749999999999991,-2.9399999999999986,Choice 4,0.060000000000001386,6%
28,Arkansas River,7310,28,DF125L2R,0,3,1,4,13,0.308,68,No,B,A_NR,Choice 4,1,1,100.0%,100.0%,D,F,125,L2,R,L2R,-3,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"125,130","125 All Whitetail Only Rifle Seasons,130 All Whitetail Only Rifle Seasons",1090833,115549,10.6%,1.191749791214604e-5,1.1250638257362677e-4,Leftover,100.0%,-4,No Apps,NA,0,0,-3,0,-4,NA,NA,NA,0.9999999999999993,-2.000000000000001,Choice 4,0.9999999999999991,100%
28,Arkansas River,7310,28,DF125L2R,0,3,1,4,13,0.308,68,No,B,Y_R,None Drawn,NA,NA,NA,NA,D,F,125,L2,R,L2R,0,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,Yes,N,"125,130","125 All Whitetail Only Rifle Seasons,130 All Whitetail Only Rifle Seasons",1090833,115549,10.6%,1.191749791214604e-5,1.1250638257362677e-4,Leftover,100.0%,-4,Choice 3,38.0%,-2,NA,NA,0,-4,0.62,NA,-1.38,-2.62,-9.24,Leftover,0.7599999999999998,76%
28,Arkansas River,7310,28,DF125L2R,0,3,1,4,13,0.308,68,No,B,Y_NR,No Apps,NA,NA,NA,NA,D,F,125,L2,R,L2R,0,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,Yes,N,"125,130","125 All Whitetail Only Rifle Seasons,130 All Whitetail Only Rifle Seasons",1090833,115549,10.6%,1.191749791214604e-5,1.1250638257362677e-4,Leftover,100.0%,-4,No Apps,NA,0,NA,NA,0,-4,NA,NA,NA,NA,NA,NA,NA,NA
28,Arkansas River,7310,28,DF125L2R,0,3,1,4,13,0.308,68,No,B,L_U,Choice 2,1,3,33.0%,100.0%,D,F,125,L2,R,L2R,-1,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"125,130","125 All Whitetail Only Rifle Seasons,130 All Whitetail Only Rifle Seasons",1090833,115549,10.6%,1.191749791214604e-5,1.1250638257362677e-4,Choice 2,33.0%,-1,Choice 2,100.0%,-1,0.6699999999999999,-0.33000000000000007,0.6699999999999999,-0.33000000000000007,0,NA,-1,0.335,0.11666666666666647,0 Preference Points,0.8833333333333335,88%
28,Arkansas River,7310,28,DF125L2R,0,3,1,4,13,0.308,68,No,B,L_R,Choice 3,1,3,33.0%,100.0%,D,F,125,L2,R,L2R,-2,15,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"125,130","125 All Whitetail Only Rifle Seasons,130 All Whitetail Only Rifle Seasons",1090833,115549,10.6%,1.191749791214604e-5,1.1250638257362677e-4,None Drawn,NA,0,No Apps,NA,0,0.6699999999999999,-1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Arkansas River,7310,28,DF126L2R,0,11,0,11,15,0.73299999999999998,69,No,B,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,126,L2,R,L2R,-4,20,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"126,146","126 All Whitetail Only Rifle Seasons,146 All Whitetail Only Rifle Seasons",1660961,52444,3.2%,9.030916439338431e-6,2.860193730455343e-4,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
28,Arkansas River,7310,28,DF126L2R,0,11,0,11,15,0.73299999999999998,69,No,B,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,126,L2,R,L2R,-4,20,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"126,146","126 All Whitetail Only Rifle Seasons,146 All Whitetail Only Rifle Seasons",1660961,52444,3.2%,9.030916439338431e-6,2.860193730455343e-4,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
28,Arkansas River,7310,28,DF126L2R,0,11,0,11,15,0.73299999999999998,69,No,B,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,126,L2,R,L2R,-4,20,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"126,146","126 All Whitetail Only Rifle Seasons,146 All Whitetail Only Rifle Seasons",1660961,52444,3.2%,9.030916439338431e-6,2.860193730455343e-4,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
28,Arkansas River,7310,28,DF126L2R,0,11,0,11,15,0.73299999999999998,69,No,B,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,126,L2,R,L2R,-4,20,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"126,146","126 All Whitetail Only Rifle Seasons,146 All Whitetail Only Rifle Seasons",1660961,52444,3.2%,9.030916439338431e-6,2.860193730455343e-4,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
28,Arkansas River,7310,28,DF126L2R,0,11,0,11,15,0.73299999999999998,69,No,B,L_U,Choice 2,3,5,60.0%,100.0%,D,F,126,L2,R,L2R,-1,20,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"126,146","126 All Whitetail Only Rifle Seasons,146 All Whitetail Only Rifle Seasons",1660961,52444,3.2%,9.030916439338431e-6,2.860193730455343e-4,No Apps,NA,0,Choice 4,100.0%,-3,0.4,-0.6,NA,NA,0,NA,-3,1.1999999999999995,0.5999999999999996,0 Preference Points,0.40000000000000036,40%
28,Arkansas River,7310,28,DF126L2R,0,11,0,11,15,0.73299999999999998,69,No,B,L_R,Leftover Choice 1,1,2,50.0%,100.0%,D,F,126,L2,R,L2R,0,20,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"126,146","126 All Whitetail Only Rifle Seasons,146 All Whitetail Only Rifle Seasons",1660961,52444,3.2%,9.030916439338431e-6,2.860193730455343e-4,No Apps,NA,0,No Apps,NA,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Las Animas,3400,31,DF129L2R,0,5,0,5,11,0.45500000000000002,36,No,B,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,129,L2,R,L2R,-4,15,0,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,129,129 All Whitetail Only Rifle Seasons,250386,526,0.2%,4.39321687314786e-5,0.02091254752851711,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
45,Las Animas,3400,31,DF129L2R,0,5,0,5,11,0.45500000000000002,36,No,B,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,129,L2,R,L2R,-4,15,0,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,129,129 All Whitetail Only Rifle Seasons,250386,526,0.2%,4.39321687314786e-5,0.02091254752851711,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
45,Las Animas,3400,31,DF129L2R,0,5,0,5,11,0.45500000000000002,36,No,B,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,129,L2,R,L2R,-4,15,0,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,129,129 All Whitetail Only Rifle Seasons,250386,526,0.2%,4.39321687314786e-5,0.02091254752851711,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
45,Las Animas,3400,31,DF129L2R,0,5,0,5,11,0.45500000000000002,36,No,B,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,129,L2,R,L2R,-4,15,0,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,129,129 All Whitetail Only Rifle Seasons,250386,526,0.2%,4.39321687314786e-5,0.02091254752851711,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
45,Las Animas,3400,31,DF129L2R,0,5,0,5,11,0.45500000000000002,36,No,B,L_U,None Drawn,NA,NA,NA,NA,D,F,129,L2,R,L2R,0,15,0,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",NA,No,No,No,No,No,Yes,N,129,129 All Whitetail Only Rifle Seasons,250386,526,0.2%,4.39321687314786e-5,0.02091254752851711,No Apps,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Las Animas,3400,31,DF129L2R,0,5,0,5,11,0.45500000000000002,36,No,B,L_R,None Drawn,NA,NA,NA,NA,D,F,129,L2,R,L2R,0,15,0,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",NA,No,No,No,No,No,Yes,N,129,129 All Whitetail Only Rifle Seasons,250386,526,0.2%,4.39321687314786e-5,0.02091254752851711,No Apps,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Las Animas,3400,31,DF136L2R,0,0,0,0,8,0,18,Yes,B,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,136,L2,R,L2R,-4,10,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"136,141,147","136 All Whitetail Only Rifle Seasons,141 All Whitetail Only Rifle Seasons,147 All Whitetail Only Rifle Seasons",1148837,49034,4.3%,6.963564021701948e-6,1.6315209854386752e-4,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
45,Las Animas,3400,31,DF136L2R,0,0,0,0,8,0,18,Yes,B,A_NR,Leftover,NA,NA,100.0%,100.0%,D,F,136,L2,R,L2R,-4,10,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"136,141,147","136 All Whitetail Only Rifle Seasons,141 All Whitetail Only Rifle Seasons,147 All Whitetail Only Rifle Seasons",1148837,49034,4.3%,6.963564021701948e-6,1.6315209854386752e-4,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
45,Las Animas,3400,31,DF136L2R,0,0,0,0,8,0,18,Yes,B,Y_R,Leftover,NA,NA,100.0%,100.0%,D,F,136,L2,R,L2R,-4,10,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"136,141,147","136 All Whitetail Only Rifle Seasons,141 All Whitetail Only Rifle Seasons,147 All Whitetail Only Rifle Seasons",1148837,49034,4.3%,6.963564021701948e-6,1.6315209854386752e-4,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
45,Las Animas,3400,31,DF136L2R,0,0,0,0,8,0,18,Yes,B,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,F,136,L2,R,L2R,-4,10,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"136,141,147","136 All Whitetail Only Rifle Seasons,141 All Whitetail Only Rifle Seasons,147 All Whitetail Only Rifle Seasons",1148837,49034,4.3%,6.963564021701948e-6,1.6315209854386752e-4,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
45,Las Animas,3400,31,DF136L2R,0,0,0,0,8,0,18,Yes,B,L_U,None Drawn,NA,NA,NA,NA,D,F,136,L2,R,L2R,0,10,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,Yes,N,"136,141,147","136 All Whitetail Only Rifle Seasons,141 All Whitetail Only Rifle Seasons,147 All Whitetail Only Rifle Seasons",1148837,49034,4.3%,6.963564021701948e-6,1.6315209854386752e-4,Choice 3,50.0%,-2,No Apps,NA,0,NA,NA,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA
45,Las Animas,3400,31,DF136L2R,0,0,0,0,8,0,18,Yes,B,L_R,None Drawn,NA,NA,NA,NA,D,F,136,L2,R,L2R,0,10,0,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,Yes,N,"136,141,147","136 All Whitetail Only Rifle Seasons,141 All Whitetail Only Rifle Seasons,147 All Whitetail Only Rifle Seasons",1148837,49034,4.3%,6.963564021701948e-6,1.6315209854386752e-4,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Arkansas River,7310,28,DF137L2R,0,0,0,0,9,0,21,Yes,B,A_R,Leftover,NA,NA,100.0%,100.0%,D,F,137,L2,R,L2R,-4,10,1,Dec. 1-14,"Plains,White-tailed Deer Only",NA,No,No,No,No,No,NA,Y,"137,138","137 All Whitetail Only Rifle Seasons,138 Early and Late Seasons (Includes PLOs)",2251057,299799,13.3%,3.998121771239023e-6,3.0020113476028938e-5,Leftover,100.0%,-4,Leftover,100.0%,0,0,-4,0,-4,0,-4,0,-1.9999999999999998,-6.666666666666666,Leftover,0.3333333333333339,33%
