Tag,List,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Quota,Choice 1 Applicants,Dates,Notes,New,HD,hybrid,PLO,RFW,OTC,NoApps,nopoints,Valid GMUs,harvestunit,Total_Acres,Public_Acres,Public_Percent,Drawn_out_level24,Chance_at_DOL24,DOL24,Drawn_out_level23,Chance_at_DOL23,DOL23,Chance_at_DOLN,DOLE25,Chance_at_DOLN24,DOLE24,Chance_at_DOLN23,DOL3,DOLE23,slope,predictedDrawnOut,PredPrefPoints,Predpercent,PredPrefPercent
DM088O1R,A,A_R,0 Pref Points,15,28,54.0%,54.0%,D,M,088,O1,R,O1R,0,40,48,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,88,88 All Rifle,767825,120087,15.6%,0 Pref Points,68.0%,0,0 Pref Points,82.0%,0,0.45999999999999996,0.45999999999999996,0.31999999999999995,0.31999999999999995,0.18000000000000005,NA,0.18000000000000005,0.13999999999999996,0.5999999999999999,0 Preference Points,0.40000000000000013,40%
DM088O1R,A,A_NR,0 Pref Points,2,5,40.0%,40.0%,D,M,088,O1,R,O1R,0,40,48,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,88,88 All Rifle,767825,120087,15.6%,1 Pref Points,100.0%,1,0 Pref Points,25.0%,0,0.6,0.6,0,1,0.75,NA,0.75,-0.07500000000000008,0.6333333333333331,0 Preference Points,0.3666666666666669,37%
DM088O1R,A,Y_R,0 Pref Points,1,2,50.0%,NA,D,M,088,O1,R,O1R,0,40,48,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,88,88 All Rifle,767825,120087,15.6%,1 Pref Points,100.0%,1,0 Pref Points,50.0%,0,0.5,0.5,0,1,0.5,NA,0.5,-1.5700924586837757e-16,0.6666666666666663,0 Preference Points,0.3333333333333337,33%
DM088O1R,A,Y_NR,None Drawn,NA,NA,NA,50.0%,D,M,088,O1,R,O1R,0,40,48,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,88,88 All Rifle,767825,120087,15.6%,No Apps,NA,0,0 Pref Points,100.0%,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
DM088O1R,A,L_U,2 Pref Points,1,13,8.0%,8.0%,D,M,088,O1,R,O1R,2,40,48,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,88,88 All Rifle,767825,120087,15.6%,3 Pref Points,100.0%,3,1 Pref Points,50.0%,1,0.92,2.92,0,3,0.5,NA,1.5,0.7099999999999996,3.8933333333333326,3 Preference Points,0.10666666666666735,11%
DM088O1R,A,L_R,2 Pref Points,4,6,67.0%,67.0%,D,M,088,O1,R,O1R,2,40,48,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,88,88 All Rifle,767825,120087,15.6%,2 Pref Points,57.0%,2,0 Pref Points,20.0%,0,0.32999999999999996,2.33,0.43000000000000005,2.43,0.8,NA,0.8,0.765,3.3833333333333333,3 Preference Points,0.6166666666666667,62%
DM089O1R,A,A_R,0 Pref Points,10,31,32.0%,32.0%,D,M,089,O1,R,O1R,0,45,65,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,89,89 All Rifle,865193,37566,4.3%,0 Pref Points,42.0%,0,0 Pref Points,64.0%,0,0.6799999999999999,0.6799999999999999,0.5800000000000001,0.5800000000000001,0.36,NA,0.36,0.1599999999999999,0.8599999999999999,0 Preference Points,0.14000000000000012,14%
DM089O1R,A,A_NR,0 Pref Points,2,4,50.0%,50.0%,D,M,089,O1,R,O1R,0,45,65,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,89,89 All Rifle,865193,37566,4.3%,1 Pref Points,100.0%,1,0 Pref Points,43.0%,0,0.5,0.5,0,1,0.5700000000000001,NA,0.5700000000000001,-0.035000000000000246,0.6199999999999994,0 Preference Points,0.38000000000000056,38%
DM089O1R,A,Y_R,0 Pref Points,2,8,25.0%,NA,D,M,089,O1,R,O1R,0,45,65,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,89,89 All Rifle,865193,37566,4.3%,0 Pref Points,50.0%,0,0 Pref Points,56.0%,0,0.75,0.75,0.5,0.5,0.43999999999999995,NA,0.43999999999999995,0.15499999999999994,0.8733333333333333,0 Preference Points,0.1266666666666667,13%
DM089O1R,A,Y_NR,None Drawn,NA,NA,NA,25.0%,D,M,089,O1,R,O1R,0,45,65,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,89,89 All Rifle,865193,37566,4.3%,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM089O1R,A,L_U,2 Pref Points,4,11,36.0%,36.0%,D,M,089,O1,R,O1R,2,45,65,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,89,89 All Rifle,865193,37566,4.3%,1 Pref Points,14.0%,1,1 Pref Points,33.0%,1,0.64,2.64,0.86,1.8599999999999999,0.6699999999999999,NA,1.67,0.48499999999999993,3.0266666666666664,3 Preference Points,0.9733333333333336,97%
DM089O1R,A,L_R,1 Pref Points,2,9,22.0%,22.0%,D,M,089,O1,R,O1R,1,45,65,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,89,89 All Rifle,865193,37566,4.3%,1 Pref Points,50.0%,1,1 Pref Points,75.0%,1,0.78,1.78,0.5,1.5,0.25,NA,1.25,0.2649999999999998,2.0399999999999996,2 Preference Points,0.9600000000000004,96%
DM090O1R,A,A_R,1 Pref Points,2,6,33.0%,33.0%,D,M,090,O1,R,O1R,1,15,38,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,90,90 All Rifle,419556,8355,2%,1 Pref Points,77.0%,1,1 Pref Points,100.0%,1,0.6699999999999999,1.67,0.22999999999999998,1.23,0,NA,1,0.3349999999999997,1.9699999999999998,1 Preference Points,0.03000000000000025,3%
DM090O1R,A,A_NR,1 Pref Points,1,1,100.0%,100.0%,D,M,090,O1,R,O1R,1,15,38,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,90,90 All Rifle,419556,8355,2%,1 Pref Points,100.0%,1,None Drawn,NA,0,0,1,0,1,NA,NA,NA,3.1401849173675503e-16,1.0000000000000004,1 Preference Points,0.9999999999999996,100%
DM090O1R,A,Y_R,1 Pref Points,2,2,100.0%,NA,D,M,090,O1,R,O1R,1,15,38,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,90,90 All Rifle,419556,8355,2%,1 Pref Points,100.0%,1,1 Pref Points,100.0%,1,0,1,0,1,0,NA,1,-0,1,1 Preference Points,1,100%
DM090O1R,A,Y_NR,No Apps,NA,NA,NA,100.0%,D,M,090,O1,R,O1R,0,15,38,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,90,90 All Rifle,419556,8355,2%,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM090O1R,A,L_U,2 Pref Points,2,4,50.0%,50.0%,D,M,090,O1,R,O1R,2,15,38,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,90,90 All Rifle,419556,8355,2%,1 Pref Points,33.0%,1,1 Pref Points,67.0%,1,0.5,2.5,0.6699999999999999,1.67,0.32999999999999996,NA,1.33,0.5849999999999997,3.003333333333333,3 Preference Points,0.996666666666667,100%
DM090O1R,A,L_R,1 Pref Points,1,1,100.0%,100.0%,D,M,090,O1,R,O1R,1,15,38,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,90,90 All Rifle,419556,8355,2%,1 Pref Points,50.0%,1,1 Pref Points,50.0%,1,0,1,0.5,1.5,0.5,NA,1.5,-0.2500000000000002,0.8333333333333328,0 Preference Points,0.16666666666666718,17%
DM091O1R,A,A_R,2 Pref Points,11,12,92.0%,92.0%,D,M,091,O1,R,O1R,2,25,72,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,91,91 All Rifle,85614,15353,17.9%,2 Pref Points,56.0%,2,2 Pref Points,35.0%,2,0.07999999999999996,2.08,0.43999999999999995,2.44,0.65,NA,2.65,-0.2850000000000004,1.8199999999999996,1 Preference Points,0.18000000000000038,18%
DM091O1R,A,A_NR,3 Pref Points,4,4,100.0%,100.0%,D,M,091,O1,R,O1R,3,25,72,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,91,91 All Rifle,85614,15353,17.9%,None Drawn,NA,0,2 Pref Points,100.0%,2,0,3,NA,NA,0,NA,2,0.49999999999999994,3.5,3 Preference Points,0.5,50%
DM091O1R,A,Y_R,None Drawn,NA,NA,NA,NA,D,M,091,O1,R,O1R,0,25,72,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,91,91 All Rifle,85614,15353,17.9%,None Drawn,NA,0,2 Pref Points,75.0%,2,NA,NA,NA,NA,0.25,NA,2.25,NA,NA,NA,NA,NA
DM091O1R,A,Y_NR,None Drawn,NA,NA,NA,NA,D,M,091,O1,R,O1R,0,25,72,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,91,91 All Rifle,85614,15353,17.9%,None Drawn,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM091O1R,A,L_U,1 Pref Points,3,3,100.0%,100.0%,D,M,091,O1,R,O1R,1,25,72,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,91,91 All Rifle,85614,15353,17.9%,0 Pref Points,38.0%,0,0 Pref Points,33.0%,0,0,1,0.62,0.62,0.6699999999999999,NA,0.6699999999999999,0.165,1.0933333333333333,1 Preference Points,0.9066666666666667,91%
DM091O1R,A,L_R,0 Pref Points,2,5,40.0%,40.0%,D,M,091,O1,R,O1R,0,25,72,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,91,91 All Rifle,85614,15353,17.9%,0 Pref Points,29.0%,0,0 Pref Points,40.0%,0,0.6,0.6,0.71,0.71,0.6,NA,0.6,-5.887846720064158e-17,0.6366666666666667,0 Preference Points,0.3633333333333333,36%
DM092O1R,A,A_R,0 Pref Points,10,17,59.0%,59.0%,D,M,092,O1,R,O1R,0,30,33,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,92,92 All Rifle,64727,5084,7.9%,0 Pref Points,75.0%,0,0 Pref Points,38.0%,0,0.41000000000000003,0.41000000000000003,0.25,0.25,0.62,NA,0.62,-0.10500000000000007,0.21666666666666667,0 Preference Points,0.7833333333333333,78%
DM092O1R,A,A_NR,2 Pref Points,1,1,100.0%,100.0%,D,M,092,O1,R,O1R,2,30,33,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,92,92 All Rifle,64727,5084,7.9%,0 Pref Points,100.0%,0,1 Pref Points,100.0%,1,0,2,0,0,0,NA,1,0.5000000000000002,2.0000000000000004,2 Preference Points,0.9999999999999996,100%
DM092O1R,A,Y_R,0 Pref Points,1,2,50.0%,NA,D,M,092,O1,R,O1R,0,30,33,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,92,92 All Rifle,64727,5084,7.9%,0 Pref Points,100.0%,0,None Drawn,NA,0,0.5,0.5,0,0,NA,NA,NA,0.5000000000000001,1.0000000000000002,1 Preference Points,0.9999999999999998,100%
DM092O1R,A,Y_NR,None Drawn,NA,NA,NA,50.0%,D,M,092,O1,R,O1R,0,30,33,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,92,92 All Rifle,64727,5084,7.9%,None Drawn,NA,0,0 Pref Points,100.0%,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
DM092O1R,A,L_U,1 Pref Points,1,2,50.0%,50.0%,D,M,092,O1,R,O1R,1,30,33,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,92,92 All Rifle,64727,5084,7.9%,1 Pref Points,50.0%,1,3 Pref Points,100.0%,3,0.5,1.5,0.5,1.5,0,NA,3,-0.750000000000001,0.49999999999999956,0 Preference Points,0.5000000000000004,50%
DM092O1R,A,L_R,0 Pref Points,1,1,100.0%,100.0%,D,M,092,O1,R,O1R,0,30,33,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,92,92 All Rifle,64727,5084,7.9%,0 Pref Points,67.0%,0,0 Pref Points,100.0%,0,0,0,0.32999999999999996,0.32999999999999996,0,NA,0,-3.925231146709439e-17,0.10999999999999993,0 Preference Points,0.8900000000000001,89%
DM093O1R,A,A_R,2 Pref Points,6,14,43.0%,43.0%,D,M,093,O1,R,O1R,2,25,80,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,93,93 All Rifle,1056279,8025,0.8%,3 Pref Points,100.0%,3,3 Pref Points,89.0%,3,0.5700000000000001,2.5700000000000003,0,3,0.10999999999999999,NA,3.11,-0.27000000000000035,2.353333333333333,2 Preference Points,0.646666666666667,65%
DM093O1R,A,A_NR,4 Pref Points,3,3,100.0%,100.0%,D,M,093,O1,R,O1R,4,25,80,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,93,93 All Rifle,1056279,8025,0.8%,4 Pref Points,50.0%,4,3 Pref Points,100.0%,3,0,4,0.5,4.5,0,NA,3,0.5,4.833333333333333,4 Preference Points,0.16666666666666696,17%
DM093O1R,A,Y_R,2 Pref Points,3,5,60.0%,NA,D,M,093,O1,R,O1R,2,25,80,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,93,93 All Rifle,1056279,8025,0.8%,3 Pref Points,67.0%,3,3 Pref Points,50.0%,3,0.4,2.4,0.32999999999999996,3.33,0.5,NA,3.5,-0.5500000000000006,1.9766666666666661,1 Preference Points,0.023333333333333872,2%
DM093O1R,A,Y_NR,None Drawn,NA,NA,NA,60.0%,D,M,093,O1,R,O1R,0,25,80,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,93,93 All Rifle,1056279,8025,0.8%,No Apps,NA,0,None Drawn,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM093O1R,A,L_U,5 Pref Points,3,3,100.0%,100.0%,D,M,093,O1,R,O1R,5,25,80,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,93,93 All Rifle,1056279,8025,0.8%,4 Pref Points,33.0%,4,4 Pref Points,67.0%,4,0,5,0.6699999999999999,4.67,0.32999999999999996,NA,4.33,0.3349999999999989,5.336666666666665,5 Preference Points,0.6633333333333349,66%
DM093O1R,A,L_R,4 Pref Points,2,4,50.0%,50.0%,D,M,093,O1,R,O1R,4,25,80,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,93,93 All Rifle,1056279,8025,0.8%,4 Pref Points,50.0%,4,3 Pref Points,33.0%,3,0.5,4.5,0.5,4.5,0.6699999999999999,NA,3.67,0.4149999999999996,5.053333333333333,5 Preference Points,0.9466666666666672,95%
DM094O1R,A,A_R,Choice 2,11,38,29.0%,100.0%,D,M,094,O1,R,O1R,-1,70,41,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,Y,94,94 All Rifle,809651,592,0.1%,Choice 2,20.0%,-1,Choice 2,10.0%,-1,0.71,-0.29000000000000004,0.8,-0.19999999999999996,0.9,NA,-0.09999999999999998,-0.09500000000000003,-0.3866666666666667,Choice 2,0.6133333333333333,61%
DM094O1R,A,A_NR,None Drawn,NA,NA,NA,NA,D,M,094,O1,R,O1R,0,70,41,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,94,94 All Rifle,809651,592,0.1%,None Drawn,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM094O1R,A,Y_R,Choice 2,4,9,44.0%,NA,D,M,094,O1,R,O1R,-1,70,41,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,Y,94,94 All Rifle,809651,592,0.1%,0 Pref Points,100.0%,0,Choice 2,25.0%,-1,0.56,-0.43999999999999995,0,0,0.75,NA,-0.25,-0.09500000000000003,-0.42,Choice 2,0.5800000000000001,58%
DM094O1R,A,Y_NR,No Apps,NA,NA,NA,100.0%,D,M,094,O1,R,O1R,0,70,41,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,94,94 All Rifle,809651,592,0.1%,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM094O1R,A,L_U,Leftover Choice 2,4,5,80.0%,100.0%,D,M,094,O1,R,O1R,0,70,41,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,Y,94,94 All Rifle,809651,592,0.1%,Leftover Choice 2,100.0%,0,Leftover Choice 3,67.0%,0,0.19999999999999996,0.19999999999999996,0,0,0.32999999999999996,NA,0.32999999999999996,-0.06499999999999999,0.04666666666666669,0 Preference Points,0.9533333333333334,95%
DM094O1R,A,L_R,Leftover Choice 3,3,3,100.0%,100.0%,D,M,094,O1,R,O1R,0,70,41,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,Y,94,94 All Rifle,809651,592,0.1%,Leftover Choice 3,100.0%,0,Leftover Choice 3,33.0%,0,0,0,0,0,0.6699999999999999,NA,0.6699999999999999,-0.335,-0.44666666666666655,Choice 2,0.5533333333333335,55%
DM095O1R,A,A_R,1 Pref Points,16,19,84.0%,84.0%,D,M,095,O1,R,O1R,1,35,68,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,95,95 All Rifle,823374,17536,2.1%,0 Pref Points,25.0%,0,0 Pref Points,54.0%,0,0.16000000000000003,1.1600000000000001,0.75,0.75,0.45999999999999996,NA,0.45999999999999996,0.35,1.49,1 Preference Points,0.51,51%
DM095O1R,A,A_NR,1 Pref Points,1,1,100.0%,100.0%,D,M,095,O1,R,O1R,1,35,68,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,95,95 All Rifle,823374,17536,2.1%,3 Pref Points,100.0%,3,None Drawn,NA,0,0,1,0,3,NA,NA,NA,-2,-1.0000000000000009,Choice 3,0.9999999999999991,100%
DM095O1R,A,Y_R,1 Pref Points,4,4,100.0%,NA,D,M,095,O1,R,O1R,1,35,68,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,95,95 All Rifle,823374,17536,2.1%,0 Pref Points,38.0%,0,0 Pref Points,56.0%,0,0,1,0.62,0.62,0.43999999999999995,NA,0.43999999999999995,0.2800000000000001,1.2466666666666668,1 Preference Points,0.7533333333333332,75%
DM095O1R,A,Y_NR,No Apps,NA,NA,NA,100.0%,D,M,095,O1,R,O1R,0,35,68,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,95,95 All Rifle,823374,17536,2.1%,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM095O1R,A,L_U,2 Pref Points,2,5,40.0%,40.0%,D,M,095,O1,R,O1R,2,35,68,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,95,95 All Rifle,823374,17536,2.1%,3 Pref Points,100.0%,3,2 Pref Points,71.0%,2,0.6,2.6,0,3,0.29000000000000004,NA,2.29,0.15499999999999955,2.9399999999999995,2 Preference Points,0.0600000000000005,6%
DM095O1R,A,L_R,2 Pref Points,3,4,75.0%,75.0%,D,M,095,O1,R,O1R,2,35,68,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,95,95 All Rifle,823374,17536,2.1%,1 Pref Points,29.0%,1,0 Pref Points,6.0%,0,0.25,2.25,0.71,1.71,0.94,NA,0.94,0.6549999999999999,2.943333333333333,2 Preference Points,0.05666666666666709,6%
DM096O1R,A,A_R,0 Pref Points,9,67,13.0%,13.0%,D,M,096,O1,R,O1R,0,80,133,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,96,96 All Rifle,275182,11966,4.3%,0 Pref Points,24.0%,0,0 Pref Points,3.0%,0,0.87,0.87,0.76,0.76,0.97,NA,0.97,-0.05000000000000008,0.7666666666666667,0 Preference Points,0.23333333333333328,23%
DM096O1R,A,A_NR,0 Pref Points,1,1,100.0%,100.0%,D,M,096,O1,R,O1R,0,80,133,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,96,96 All Rifle,275182,11966,4.3%,1 Pref Points,100.0%,1,1 Pref Points,100.0%,1,0,0,0,1,0,NA,1,-0.5000000000000003,-0.3333333333333339,Choice 2,0.6666666666666661,67%
DM096O1R,A,Y_R,1 Pref Points,9,9,100.0%,NA,D,M,096,O1,R,O1R,1,80,133,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,96,96 All Rifle,275182,11966,4.3%,0 Pref Points,17.0%,0,1 Pref Points,100.0%,1,0,1,0.83,0.83,0,NA,1,-7.850462293418878e-17,0.9433333333333332,0 Preference Points,0.056666666666666754,6%
DM096O1R,A,Y_NR,No Apps,NA,NA,NA,100.0%,D,M,096,O1,R,O1R,0,80,133,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,96,96 All Rifle,275182,11966,4.3%,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM096O1R,A,L_U,0 Pref Points,7,13,54.0%,54.0%,D,M,096,O1,R,O1R,0,80,133,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,96,96 All Rifle,275182,11966,4.3%,0 Pref Points,40.0%,0,0 Pref Points,52.0%,0,0.45999999999999996,0.45999999999999996,0.6,0.6,0.48,NA,0.48,-0.010000000000000106,0.49333333333333323,0 Preference Points,0.5066666666666668,51%
DM096O1R,A,L_R,Leftover Choice 3,1,4,25.0%,100.0%,D,M,096,O1,R,O1R,0,80,133,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,Y,96,96 All Rifle,275182,11966,4.3%,Leftover Choice 2,100.0%,0,Leftover Choice 1,100.0%,0,0.75,0.75,0,0,0,NA,0,0.3750000000000001,1,1 Preference Points,1,100%
DM097O1R,A,A_R,0 Pref Points,5,17,29.0%,29.0%,D,M,097,O1,R,O1R,0,25,35,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,97,97 All Rifle,654600,89,0%,0 Pref Points,11.0%,0,0 Pref Points,9.0%,0,0.71,0.71,0.89,0.89,0.91,NA,0.91,-0.1000000000000002,0.6366666666666665,0 Preference Points,0.3633333333333335,36%
DM097O1R,A,A_NR,1 Pref Points,1,1,100.0%,100.0%,D,M,097,O1,R,O1R,1,25,35,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,97,97 All Rifle,654600,89,0%,1 Pref Points,100.0%,1,0 Pref Points,25.0%,0,0,1,0,1,0.75,NA,0.75,0.12500000000000003,1.1666666666666665,1 Preference Points,0.8333333333333335,83%
DM097O1R,A,Y_R,0 Pref Points,1,3,33.0%,NA,D,M,097,O1,R,O1R,0,25,35,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,97,97 All Rifle,654600,89,0%,1 Pref Points,100.0%,1,1 Pref Points,100.0%,1,0.6699999999999999,0.6699999999999999,0,1,0,NA,1,-0.1650000000000002,0.5599999999999998,0 Preference Points,0.44000000000000017,44%
DM097O1R,A,Y_NR,No Apps,NA,NA,NA,33.0%,D,M,097,O1,R,O1R,0,25,35,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,97,97 All Rifle,654600,89,0%,No Apps,NA,0,No Apps,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM097O1R,A,L_U,1 Pref Points,1,3,33.0%,33.0%,D,M,097,O1,R,O1R,1,25,35,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,97,97 All Rifle,654600,89,0%,3 Pref Points,33.0%,3,3 Pref Points,100.0%,3,0.6699999999999999,1.67,0.6699999999999999,3.67,0,NA,3,-0.6650000000000005,1.4499999999999984,1 Preference Points,0.5500000000000016,55%
DM097O1R,A,L_R,1 Pref Points,2,3,67.0%,67.0%,D,M,097,O1,R,O1R,1,25,35,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,97,97 All Rifle,654600,89,0%,3 Pref Points,100.0%,3,2 Pref Points,50.0%,2,0.32999999999999996,1.33,0,3,0.5,NA,2.5,-0.585000000000001,1.1066666666666656,1 Preference Points,0.8933333333333344,89%
DM098O1R,A,A_R,1 Pref Points,51,53,96.0%,96.0%,D,M,098,O1,R,O1R,1,100,149,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,98,98 All Rifle,1977182,4754,0.2%,1 Pref Points,95.0%,1,1 Pref Points,74.0%,1,0.040000000000000036,1.04,0.050000000000000044,1.05,0.26,NA,1.26,-0.11000000000000021,0.8966666666666665,0 Preference Points,0.1033333333333335,10%
DM098O1R,A,A_NR,1 Pref Points,2,2,100.0%,100.0%,D,M,098,O1,R,O1R,1,100,149,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,98,98 All Rifle,1977182,4754,0.2%,1 Pref Points,67.0%,1,1 Pref Points,60.0%,1,0,1,0.32999999999999996,1.33,0.4,NA,1.4,-0.20000000000000015,0.8433333333333329,0 Preference Points,0.15666666666666706,16%
DM098O1R,A,Y_R,1 Pref Points,9,9,100.0%,NA,D,M,098,O1,R,O1R,1,100,149,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,98,98 All Rifle,1977182,4754,0.2%,1 Pref Points,88.0%,1,1 Pref Points,50.0%,1,0,1,0.12,1.12,0.5,NA,1.5,-0.25000000000000006,0.7066666666666663,0 Preference Points,0.29333333333333367,29%
DM098O1R,A,Y_NR,None Drawn,NA,NA,NA,100.0%,D,M,098,O1,R,O1R,0,100,149,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,Yes,N,98,98 All Rifle,1977182,4754,0.2%,No Apps,NA,0,1 Pref Points,50.0%,1,NA,NA,NA,NA,0.5,NA,1.5,NA,NA,NA,NA,NA
DM098O1R,A,L_U,3 Pref Points,4,7,57.0%,57.0%,D,M,098,O1,R,O1R,3,100,149,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,98,98 All Rifle,1977182,4754,0.2%,3 Pref Points,83.0%,3,2 Pref Points,22.0%,2,0.43000000000000005,3.43,0.17000000000000004,3.17,0.78,NA,2.7800000000000002,0.32499999999999957,3.7766666666666664,3 Preference Points,0.2233333333333336,22%
DM098O1R,A,L_R,1 Pref Points,2,14,14.0%,14.0%,D,M,098,O1,R,O1R,1,100,149,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,98,98 All Rifle,1977182,4754,0.2%,1 Pref Points,36.0%,1,1 Pref Points,29.0%,1,0.86,1.8599999999999999,0.64,1.6400000000000001,0.71,NA,1.71,0.07499999999999976,1.8866666666666663,1 Preference Points,0.11333333333333373,11%
DM099O1R,A,A_R,0 Pref Points,8,55,15.0%,15.0%,D,M,099,O1,R,O1R,0,100,135,Oct. 24-Nov. 3,Plains,NA,No,No,No,No,No,NA,N,99,99 All Rifle,1803504,4875,0.3%,0 Pref Points,41.0%,0,0 Pref Points,21.0%,0,0.85,0.85,0.5900000000000001,0.5900000000000001,0.79,NA,0.79,0.02999999999999983,0.8033333333333332,0 Preference Points,0.19666666666666677,20%
